,MAE,MASE,prediction_trend_accuracy,noise_std,1-PTA,folder,experiment,noise_type
0,21532.854696085164,26.38486753426325,0.4505494505494505,baseline,0.5494505494505495,real_world_sir/tl_results,sir,tl
1,2863.069099845467,2.857720034140537,0.9807692307692308,4.0,0.0192307692307691,real_world_sir/tl_results,sir,tl
2,2639.881911057692,2.634949825486909,0.9807692307692308,16.0,0.0192307692307691,real_world_sir/tl_results,sir,tl
3,3787.783353365385,3.780706646053541,0.9807692307692308,16384.0,0.0192307692307691,real_world_sir/tl_results,sir,tl
4,2949.714865212912,2.944203919415032,0.9807692307692308,1024.0,0.0192307692307691,real_world_sir/tl_results,sir,tl
5,3736.285961109203,3.729305466262097,0.9807692307692308,256.0,0.0192307692307691,real_world_sir/tl_results,sir,tl
6,2287.059945913461,2.282787036844496,0.9807692307692308,0.0,0.0192307692307691,real_world_sir/tl_results,sir,tl
7,2810.042571686127,2.804792575327181,0.9807692307692308,64.0,0.0192307692307691,real_world_sir/tl_results,sir,tl
8,3876.056404532967,3.86881477687369,0.9807692307692308,4096.0,0.0192307692307691,real_world_sir/tl_results,sir,tl
9,21489.155771683672,26.331321901415382,0.5238095238095238,baseline,0.4761904761904761,real_world_sir/tl_results,sir,tl
10,884.7336881868132,0.8830807421822157,0.9743589743589745,4.0,0.0256410256410255,real_world_sir/tl_results,sir,tl
11,1028.5922046703297,1.0266704881156516,0.9743589743589745,16.0,0.0256410256410255,real_world_sir/tl_results,sir,tl
12,2133.824315333105,2.129837696055872,0.9807692307692308,16384.0,0.0192307692307691,real_world_sir/tl_results,sir,tl
13,969.8277493990385,0.968015822346953,0.967948717948718,1024.0,0.032051282051282,real_world_sir/tl_results,sir,tl
14,908.2775261847528,0.9065805932793836,0.9807692307692308,256.0,0.0192307692307691,real_world_sir/tl_results,sir,tl
15,901.826890882555,0.9001420096849395,0.9743589743589745,0.0,0.0256410256410255,real_world_sir/tl_results,sir,tl
16,991.7258649553572,0.9898730257021198,0.9423076923076924,64.0,0.0576923076923076,real_world_sir/tl_results,sir,tl
17,938.5929666037088,0.9368393954276518,0.9807692307692308,4096.0,0.0192307692307691,real_world_sir/tl_results,sir,tl
18,21523.81655342425,26.373792820750825,0.4725274725274725,baseline,0.5274725274725275,real_world_sir/tl_results,sir,tl
19,1561.6646527300825,1.558746998092627,0.9551282051282052,4.0,0.0448717948717948,real_world_sir/tl_results,sir,tl
20,1410.9265753777472,1.4082905443588192,0.9743589743589745,16.0,0.0256410256410255,real_world_sir/tl_results,sir,tl
21,2596.142020089286,2.591291653660639,0.9807692307692308,16384.0,0.0192307692307691,real_world_sir/tl_results,sir,tl
22,1633.034512362637,1.6299835175733333,0.9807692307692308,1024.0,0.0192307692307691,real_world_sir/tl_results,sir,tl
23,1559.234578897665,1.5563214643618082,0.9807692307692308,256.0,0.0192307692307691,real_world_sir/tl_results,sir,tl
24,1531.8528502747251,1.528990892962257,0.9743589743589745,0.0,0.0256410256410255,real_world_sir/tl_results,sir,tl
25,1527.9566341861262,1.525101956165611,0.9807692307692308,64.0,0.0192307692307691,real_world_sir/tl_results,sir,tl
26,2167.354760473901,2.1633054963397265,0.9807692307692308,4096.0,0.0192307692307691,real_world_sir/tl_results,sir,tl
27,21478.68455804798,26.3184912020678,0.3278388278388278,baseline,0.6721611721611722,real_world_sir/tl_results,sir,tl
28,1337.850382039835,1.335350879112266,0.9743589743589745,4.0,0.0256410256410255,real_world_sir/tl_results,sir,tl
29,1100.591528588599,1.0985352958553312,0.9230769230769232,16.0,0.0769230769230767,real_world_sir/tl_results,sir,tl
30,3800.008445655906,3.792908898231012,0.9807692307692308,16384.0,0.0192307692307691,real_world_sir/tl_results,sir,tl
31,1780.6906228537086,1.7773637624777885,0.9743589743589745,1024.0,0.0256410256410255,real_world_sir/tl_results,sir,tl
32,1535.9944518372254,1.533124756779663,0.9615384615384616,256.0,0.0384615384615384,real_world_sir/tl_results,sir,tl
33,1099.4061856112637,1.0973521674516746,0.9294871794871796,0.0,0.0705128205128203,real_world_sir/tl_results,sir,tl
34,1268.9425545157967,1.2665717919309003,0.9294871794871796,64.0,0.0705128205128203,real_world_sir/tl_results,sir,tl
35,1476.8104717548074,1.4740513499971204,0.9551282051282052,4096.0,0.0448717948717948,real_world_sir/tl_results,sir,tl
36,21503.011793870188,26.348300110533632,0.5054945054945055,baseline,0.4945054945054945,real_world_sir/tl_results,sir,tl
37,2510.9302240728025,2.506239058655319,0.9807692307692308,4.0,0.0192307692307691,real_world_sir/tl_results,sir,tl
38,2192.32020518544,2.188224298165796,0.9743589743589745,16.0,0.0256410256410255,real_world_sir/tl_results,sir,tl
39,3344.508778331044,3.3382602399332204,0.9807692307692308,16384.0,0.0192307692307691,real_world_sir/tl_results,sir,tl
40,2664.289942479395,2.659312255437167,0.9807692307692308,1024.0,0.0192307692307691,real_world_sir/tl_results,sir,tl
41,2611.069668612637,2.6061914128910715,0.9807692307692308,256.0,0.0192307692307691,real_world_sir/tl_results,sir,tl
42,1844.2885581215655,1.8408428778630013,0.9743589743589745,0.0,0.0256410256410255,real_world_sir/tl_results,sir,tl
43,2411.588749141484,2.4070831831832176,0.9807692307692308,64.0,0.0192307692307691,real_world_sir/tl_results,sir,tl
44,2793.33943595467,2.7881206460274903,0.9807692307692308,4096.0,0.0192307692307691,real_world_sir/tl_results,sir,tl
45,13.060312947812289,1.194691263347118,0.5217391304347826,baseline,0.4782608695652174,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
46,10.686253208215687,0.9775243056414612,0.782608695652174,4096.0,0.217391304347826,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
47,9.93133042211118,0.9084677936984,0.7608695652173914,4.0,0.2391304347826086,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
48,9.968081975743392,0.9118296396368764,0.782608695652174,16.0,0.217391304347826,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
49,9.803336700218312,0.8967595764512545,0.7608695652173914,64.0,0.2391304347826086,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
50,9.947156661213308,0.9099154978738286,0.782608695652174,0.0,0.217391304347826,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
51,9.89985789810402,0.9055888466458228,0.782608695652174,1024.0,0.217391304347826,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
52,9.762417285753337,0.8930164757186816,0.782608695652174,256.0,0.217391304347826,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
53,10.686253208215687,0.9775243056414612,0.782608695652174,16384.0,0.217391304347826,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
54,12.654861663597218,1.1576026339321734,0.4130434782608695,baseline,0.5869565217391305,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
55,10.685880749467492,0.9774902350020972,0.717391304347826,4096.0,0.2826086956521739,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
56,10.476567117442256,0.9583432843525044,0.7391304347826086,4.0,0.2608695652173913,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
57,10.561942986198096,0.9661530363018522,0.7391304347826086,16.0,0.2608695652173913,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
58,10.4717100541488,0.9578989848088866,0.7391304347826086,64.0,0.2608695652173913,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
59,10.553008177384088,0.9653357252563648,0.7391304347826086,0.0,0.2608695652173913,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
60,10.40048072759656,0.951383286872237,0.7391304347826086,1024.0,0.2608695652173913,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
61,10.453005833280262,0.9561880174416688,0.7608695652173914,256.0,0.2391304347826086,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
62,10.685880749467492,0.9774902350020972,0.717391304347826,16384.0,0.2826086956521739,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
63,13.086487271958504,1.1970855579177346,0.5434782608695652,baseline,0.4565217391304348,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
64,10.881796870577164,0.9954116492265388,0.7391304347826086,4096.0,0.2608695652173913,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
65,10.328144213358565,0.9447663090152404,0.7391304347826086,4.0,0.2608695652173913,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
66,10.355247554502627,0.947245585354308,0.7391304347826086,16.0,0.2608695652173913,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
67,10.403639435699022,0.9516722294870544,0.7391304347826086,64.0,0.2608695652173913,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
68,10.331262576338176,0.9450515610626128,0.7391304347826086,0.0,0.2608695652173913,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
69,10.341326908719717,0.9459721952017558,0.7391304347826086,1024.0,0.2608695652173913,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
70,10.497373188958653,0.9602465183687594,0.7391304347826086,256.0,0.2608695652173913,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
71,10.881796870577164,0.9954116492265388,0.7391304347826086,16384.0,0.2608695652173913,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
72,12.701114059669386,1.161833568804645,0.3695652173913043,baseline,0.6304347826086957,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
73,11.300894023508263,1.0337485335800112,0.8043478260869565,4096.0,0.1956521739130434,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
74,9.427254031084589,0.8623574391590093,0.7391304347826086,4.0,0.2608695652173913,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
75,9.39097183725108,0.8590385278770851,0.7391304347826086,16.0,0.2608695652173913,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
76,9.278817498580269,0.8487792171628699,0.7391304347826086,64.0,0.2608695652173913,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
77,9.42411996703217,0.8620707508570402,0.7391304347826086,0.0,0.2608695652173913,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
78,9.421985408948816,0.8618754922975034,0.7391304347826086,1024.0,0.2608695652173913,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
79,9.391101080853003,0.8590503504270254,0.7391304347826086,256.0,0.2608695652173913,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
80,11.300894023508263,1.0337485335800112,0.8043478260869565,16384.0,0.1956521739130434,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
81,13.111797069604846,1.199400769983938,0.4782608695652174,baseline,0.5217391304347826,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
82,11.713276186404022,1.0714711646639987,0.782608695652174,4096.0,0.217391304347826,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
83,9.68604536250018,0.8860303590888465,0.7391304347826086,4.0,0.2608695652173913,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
84,9.621071190212083,0.8800868509749159,0.7391304347826086,16.0,0.2608695652173913,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
85,9.762381571341251,0.8930132087451979,0.7391304347826086,64.0,0.2608695652173913,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
86,9.726408176698548,0.8897225448488341,0.7391304347826086,0.0,0.2608695652173913,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
87,9.496467416735662,0.8686887290350199,0.7391304347826086,1024.0,0.2608695652173913,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
88,9.62272851087045,0.880238454272557,0.7608695652173914,256.0,0.2391304347826086,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
89,11.713276186404022,1.0714711646639987,0.782608695652174,16384.0,0.217391304347826,real_world_rosenbaum_coherent_new/tl_results,rosenbaum_coherent_new,tl
90,12.456003812154137,0.9285131429112288,0.425,baseline,0.575,real_world_rosenbaum_incoherent/tl_results,rosenbaum_incoherent,tl
91,12.53493972524007,0.9343972959552792,0.425,4096.0,0.575,real_world_rosenbaum_incoherent/tl_results,rosenbaum_incoherent,tl
92,13.008733834584554,0.9697155299727584,0.575,4.0,0.425,real_world_rosenbaum_incoherent/tl_results,rosenbaum_incoherent,tl
93,13.01110056813558,0.9698919543895328,0.575,16.0,0.425,real_world_rosenbaum_incoherent/tl_results,rosenbaum_incoherent,tl
94,12.99888085301717,0.9689810550143252,0.575,64.0,0.425,real_world_rosenbaum_incoherent/tl_results,rosenbaum_incoherent,tl
95,13.013172203063965,0.9700463811452824,0.575,0.0,0.425,real_world_rosenbaum_incoherent/tl_results,rosenbaum_incoherent,tl
96,13.011562400817873,0.969926380977851,0.575,1024.0,0.425,real_world_rosenbaum_incoherent/tl_results,rosenbaum_incoherent,tl
97,12.93667198562622,0.9643437931886858,0.575,256.0,0.425,real_world_rosenbaum_incoherent/tl_results,rosenbaum_incoherent,tl
