index,1,2,3,4,5
19,28.35849666965112,46.58798157285731,47.18474407077245,39.979594764059264,32.464464940325364
20,48.188590918873736,43.59251495451006,36.01417198329126,29.08025576684337,23.346032585875268
21,57.578050888331056,46.69137855731981,37.0860131820485,29.33594779547248,23.183335389723545
22,60.29779122867728,47.98603898038997,37.90864314520484,29.90693276941069,23.58679165890542
23,58.94997165358006,46.62512029183696,36.77863180498279,28.996533594893897,22.85840634208168
24,33.894226066810035,26.829153844420933,21.223932369928757,16.80192287023424,13.333022864873524
25,13.423211813686498,11.349425718151195,10.326051572518637,11.07285349760848,16.24029178021793
26,8.374338034607304,7.956811835597022,9.875541362829695,20.218591292504087,47.0997498933596
27,5.011783888724951,5.150162626029072,8.560815225893364,32.8235660019148,69.27470868407195
28,7.689815984867602,25.019202254655468,65.76985080690034,62.64877248872047,50.46429403716045
29,19.95945652019824,22.73811620750511,26.740058326711093,30.01779303203563,30.79498472595656
30,30.1580668046059,27.764547482698095,24.897337298948703,22.242221067972594,20.17821876272609
31,36.71004983314051,35.770804021051696,31.61018608666795,26.89456419288326,22.650001616741097
32,47.98097453825694,40.80272878793366,33.134905502023216,26.59131807868823,21.29251067847605
33,46.27303185366602,39.33901083834517,32.02654688556136,25.774289540359145,20.70752809362857
34,43.301633161024746,36.8899547037211,30.211522519885417,24.473728660842234,19.82002088156436
35,33.076209915837225,28.503440424777207,24.11323118951641,20.41623259857167,17.58830586599428
36,10.211252957965144,9.455837289714404,10.701503932134289,17.65467892476098,37.29792775919902
37,10.50169692860628,9.33092908815518,9.65391771615631,13.805622582304204,29.29405381809946
38,15.33943169168845,13.330066097154194,12.560995618254331,13.881980051562556,19.626226424770213
39,32.698162695823136,28.63232464071528,24.520187361001504,20.98049235643416,18.254742024916087
40,40.613378506863114,34.211478721215634,28.011136166994948,22.769856888524856,18.56052814586281
41,66.66355418144921,53.80235806223624,42.58110448693713,33.60533392701519,26.50505353182772
42,76.71173859443208,61.076558652048185,48.1871751243681,37.98371765067392,29.935902081467564
43,52.774887273734514,43.94146162898749,35.256339268808404,28.052052269495547,22.278475964453097
44,31.004569458184793,27.865391208680094,24.474022212231276,21.47909132206624,19.200106255138365
45,19.21131124255021,16.887989545099362,15.687192930049903,16.081692044386358,19.06258653925985
46,14.889179282124305,15.235812274172996,18.349713543155772,25.68306229999204,34.46146394379063
47,14.737348161917266,18.53509083502632,27.25802972636852,36.651208896367166,38.53140307306691
48,21.510109813742048,23.80677494823332,26.610392252889756,28.61975870036733,28.92722145036784
49,32.52761821938674,29.419502134144366,25.73434089987863,22.337828642303297,19.60950248357128
50,44.520568645460344,37.55735524675255,30.56859225953123,24.64155913147291,19.854822250234005
51,50.48774405020928,41.92293778564264,33.677866659088615,26.839951043355263,21.35787911025071
52,43.22120869890459,36.12082589909851,29.336865108876736,23.649475717163423,19.08044849838695
53,28.41714672076596,23.64436166343951,19.713723807243618,16.708340185053935,14.71015273596874
54,14.748070811101757,12.40539145012757,11.085853334881367,11.319786153258676,14.991930445518296
55,7.113075003710774,5.881479538496578,5.291775759606806,6.066144227028339,12.8131081286836
56,6.263309970630433,6.607712987579872,11.058621562172291,35.12953740199727,62.387013779016065
57,7.747643408349311,6.703185539087016,6.750447919049435,10.00652231103864,28.140180609641387
58,12.09343941990103,10.15307410167049,9.18595003624887,9.922047268751063,15.366927210419744
59,29.042634326852536,25.86599330480045,22.81323282876652,20.321089452367396,18.65710442360726
